[2026-05-30 10:21:55,414][root][INFO] - {'wandb': {'project': 'mt-map-elites', 'job_type': 'train', 'name': '${now:%Y_%m_%d_%H_%M_%S}', 'mode': 'offline', 'group': '${env.name}', 'tags': ['${name}', '${env.name}']}, 'env': {'name': 'kheperax', 'reward_type': 'final', 'speed_bonus_factor': 1.0, 'episode_length': 200, 'resolution': [64, 64], 'policy_hidden_layer_size': [5], 'map_name': 'standard', 'lasers_return_minus_one_if_out_of_range': False, 'std_noise_wheel_velocities': 0.0, 'std_noise_sensor_measures': 0.0, 'action_scale': 0.025, 'grid_shape': [40, 40], 'min_bd': 0, 'max_bd': 1, 'num_init_cvt_samples': 50000, 'num_centroids': 1024, 'task': {'bd_extractor': 'xy_pos', 'grid_shape': [40, 40], 'min_bd': 0, 'max_bd': 1, 'num_init_cvt_samples': 50000, 'num_centroids': 1024, 'num_descriptors': 2}, 'vmax': 0, 'vmin': -124, 'observation_extraction': {'subsample': True, 'sampling_freq': 4, 'observation_option': 'sensory_data', 'normalize_obs': True, 'max_obs_size': 25}}, 'name': 'aurora_baseline', 'seed': 7, 'backend': 'jax', 'batch_size': 512, 'num_iterations': 2000, 'num_total_steps': 2000000, 'metrics_log_period': 5, 'log_answer_set_geometry': True, 'save_archive_checkpoints': False, 'archive_checkpoint_interval': 100, 'me_repertoire': False, 'iso_sigma': 0.2, 'line_sigma': 0, 'reinit_params': False, 'reinit_opt': True, 'no_csc': False, 'no_training': False, 'csc_orig': False, 'repertoire': 'adaptive', 'max_size': 1024, 'target_size': 922, 'l_value_init': 0.2, 'prop_gain': 0.0001, 'default_update_base': 10, 'model_batch_size': 128, 'hidden_size': 10, 'features': 8, 'model_epoch_period': 200, 'learning_rate': 0.01, 'min_delta_early_stopping': 0.0005, 'loss_type': 'triplet', 'triplet_margin': 0.2, 'triplet_loss_weight': 1, 'margin_auto_adjust': True, 'extinction': False, 'extinction_freq': 10, 'remaining_prop': 0.05, 'post_extinction_snapshot_offset': 5, 'top_k_percent': 20, 'extinction_mode': 'fixed_generations', 'target_extinction_count': 13, 'safe_keep': {'enabled': True, 'mode': 'fitness_coverage', 'remaining_prop': 0.05, 'fitness_coverage': {'n_bins': 5, 'min_per_bin': 'auto', 'neighbor_dist': 0.15}}, 'fixed_generations': {'generations': [250, 750]}, 'adaptive_extinction': {'warmup': 50, 'patience': 10, 'alpha': 0.2, 'cooldown': 10, 'd_min_patience': 5, 'd_min_alpha': 0.2, 'd_min_warmup': 25, 'd_min_cooldown': 5, 'd_min_window': 10, 'fitness_window': 10, 'd_min_stagnation_threshold': 0.03, 'fitness_improvement_threshold': 0.05, 'high_d_min_threshold': 0.75, 'high_d_min_patience': 12, 'fitness_patience': 5, 'ramped_prop_min': 0.05, 'ramped_prop_max': 0.4}, 'env_params': {'kheperax': {'iso_sigma': 0.2, 'line_sigma': 0}, 'ant_maze': {'iso_sigma': 0.005, 'line_sigma': 0.05}, 'walker': {'iso_sigma': 0.005, 'line_sigma': 0.05}, 'half_cheetah': {'iso_sigma': 0.005, 'line_sigma': 0.05}}}
[2026-05-30 10:21:55,414][root][INFO] - Training
[2026-05-30 10:21:55,805][jax._src.xla_bridge][INFO] - Unable to initialize backend 'rocm': module 'jaxlib.xla_extension' has no attribute 'GpuAllocatorConfig'
[2026-05-30 10:21:55,807][jax._src.xla_bridge][INFO] - Unable to initialize backend 'tpu': INTERNAL: Failed to open libtpu.so: libtpu.so: cannot open shared object file: No such file or directory
[2026-05-30 10:21:56,427][root][INFO] - Policy params count (search space): 42
[2026-05-30 10:21:56,908][root][INFO] - AE params count: 1335
[2026-05-30 10:21:56,909][root][INFO] - Algorithm initialization
[2026-05-30 10:22:00,118][root][INFO] - Repertoire initialized in 3.21 seconds
[2026-05-30 10:22:01,571][root][INFO] - Epoch: 1, loss: 0.0000
[2026-05-30 10:22:01,648][root][INFO] - Epoch: 2, loss: 0.0000
[2026-05-30 10:22:01,730][root][INFO] - Epoch: 3, loss: 0.0000
[2026-05-30 10:22:01,802][root][INFO] - Epoch: 4, loss: 0.0000
[2026-05-30 10:22:01,874][root][INFO] - Epoch: 5, loss: 0.0000
[2026-05-30 10:22:01,945][root][INFO] - Epoch: 6, loss: 0.0000
[2026-05-30 10:22:02,019][root][INFO] - Epoch: 7, loss: 0.0000
[2026-05-30 10:22:02,090][root][INFO] - Epoch: 8, loss: 0.0000
[2026-05-30 10:22:02,161][root][INFO] - Epoch: 9, loss: 0.0000
[2026-05-30 10:22:02,233][root][INFO] - Epoch: 10, loss: 0.0000
[2026-05-30 10:22:02,304][root][INFO] - Epoch: 11, loss: 0.0000
[2026-05-30 10:22:02,375][root][INFO] - Epoch: 12, loss: 0.0000
[2026-05-30 10:22:02,376][root][INFO] - Early stopping at epoch: 11
[2026-05-30 10:22:02,567][root][INFO] - Saving initialization snapshot
[2026-05-30 10:22:03,782][root][INFO] - Trigger signal logger writing to /workspace/src/output/final_fixed_generations_seed7/runs/20260530_102202_kheperax_seed7
[2026-05-30 10:22:07,071][root][INFO] - Generation 1/400 - Time: 1.99 seconds
[2026-05-30 10:22:07,078][root][INFO] - {'coverage': '100.00', 'max_fitness': '-14.12', 'passive_coverage': '12.50', 'passive_max_fitness': '-14.12', 'passive_mean_fitness': '-63.99', 'passive_qd_score': '9910.81', 'qd_score': '71692.36', 'mean_fitness_top_k': '-52.16'}
[2026-05-30 10:22:08,191][root][INFO] - Updating AE...
[2026-05-30 10:22:09,051][root][INFO] - Epoch: 1, loss: 5259.1934
[2026-05-30 10:22:09,124][root][INFO] - Epoch: 2, loss: 1027.5396
[2026-05-30 10:22:09,194][root][INFO] - Epoch: 3, loss: 645.5182
[2026-05-30 10:22:09,267][root][INFO] - Epoch: 4, loss: 531.4262
[2026-05-30 10:22:09,338][root][INFO] - Epoch: 5, loss: 491.1161
[2026-05-30 10:22:09,409][root][INFO] - Epoch: 6, loss: 467.7204
[2026-05-30 10:22:09,480][root][INFO] - Epoch: 7, loss: 451.7863
[2026-05-30 10:22:09,551][root][INFO] - Epoch: 8, loss: 441.9986
[2026-05-30 10:22:09,623][root][INFO] - Epoch: 9, loss: 433.6356
[2026-05-30 10:22:09,694][root][INFO] - Epoch: 10, loss: 426.6488
[2026-05-30 10:22:09,766][root][INFO] - Epoch: 11, loss: 421.1127
[2026-05-30 10:22:09,838][root][INFO] - Epoch: 12, loss: 416.5355
[2026-05-30 10:22:09,909][root][INFO] - Epoch: 13, loss: 411.9370
[2026-05-30 10:22:09,981][root][INFO] - Epoch: 14, loss: 408.0495
[2026-05-30 10:22:10,053][root][INFO] - Epoch: 15, loss: 404.3969
[2026-05-30 10:22:10,125][root][INFO] - Epoch: 16, loss: 400.7842
[2026-05-30 10:22:10,196][root][INFO] - Epoch: 17, loss: 397.3119
[2026-05-30 10:22:10,267][root][INFO] - Epoch: 18, loss: 393.9916
[2026-05-30 10:22:10,339][root][INFO] - Epoch: 19, loss: 391.0916
[2026-05-30 10:22:10,411][root][INFO] - Epoch: 20, loss: 388.1453
[2026-05-30 10:22:10,482][root][INFO] - Epoch: 21, loss: 385.4598
[2026-05-30 10:22:10,554][root][INFO] - Epoch: 22, loss: 383.4257
[2026-05-30 10:22:10,625][root][INFO] - Epoch: 23, loss: 380.9143
[2026-05-30 10:22:10,696][root][INFO] - Epoch: 24, loss: 379.1151
[2026-05-30 10:22:10,768][root][INFO] - Epoch: 25, loss: 377.2626
[2026-05-30 10:22:10,839][root][INFO] - Epoch: 26, loss: 375.7634
